riskAllele,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,mappedGenes,traitName,efoTraits
rs2289700-A,9e-06,-,0.07,2.13,-,[1.53-2.95],CTSH,Bipolar disorder,bipolar disorder
rs17079247-T,8e-06,(IM vs. EM),NR,1.75,-,-,LINC00375,Bipolar disorder (mania),bipolar disorder
rs8040009-C,6e-06,-,0.11,1.4,-,[1.21-1.61],C15orf32,Bipolar I disorder,bipolar disorder
rs2709736-G,5e-07,-,NR,1.44,-,[1.25-1.66],"RPL23P8,SP8",Bipolar I disorder,bipolar disorder
rs1171113-C,1e-07,-,NR,1.23,-,[NR],PRSS35,Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs11710433-?,1e-06,-,NR,1.23,-,[NR],"RN7SL553P,MTARC2P1",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs9834970-?,1e-07,-,NR,1.22,-,[NR],"HSPD1P6,LINC02033",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs2333194-?,7e-07,-,NR,1.2,-,[NR],NUMB,Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs4450798-T,2e-06,-,NR,1.26,-,[NR],LINC00620,Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs11773966-A,2e-06,-,NR,2.17,-,[NR],"MAPK6P1,ATP6V1H",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs10865974-?,2e-06,-,NR,1.19,-,[NR],"GNL3,PBRM1",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs3744728-C,3e-06,-,NR,1.51,-,[NR],"RNU6-1264P,WSCD1",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs2860031-?,3e-06,-,NR,1.22,-,[NR],"LINC01648,MATN1",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs3934861-?,4e-06,-,NR,1.25,-,[NR],MYOM3,Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs10255295-G,5e-06,-,NR,1.31,-,[NR],"RCC2P3,Y_RNA",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs1775715-G,5e-06,-,NR,1.18,-,[NR],KIF5B,Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs2962370-G,5e-06,-,NR,1.19,-,[NR],"BASP1-AS1,BASP1",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs1680005-A,7e-06,-,NR,1.18,-,[NR],"TMEM217,PIM1",Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs12617721-C,7e-06,-,NR,1.2,-,[NR],INPP4A,Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs1930961-?,9e-06,-,NR,1.39,-,[NR],CRYBB2P1,Bipolar disorder with mood-incongruent psychosis,bipolar disorder
rs10994415-C,7e-11,-,NR,1.27,-,[NR],ANK3,Bipolar disorder,bipolar disorder
rs2011503-?,9e-08,-,NR,1.15,-,[NR],MAU2,Bipolar disorder,bipolar disorder
rs12290811-A,1e-09,-,NR,1.19,-,[NR],TENM4,Bipolar disorder,bipolar disorder
rs17826816-G,1e-08,-,NR,1.14,-,[NR],ADCY2,Bipolar disorder,bipolar disorder
rs12202969-A,1e-08,-,NR,1.12,-,[NR],"EIF4EBP2P3,MIR2113",Bipolar disorder,bipolar disorder
rs6550435-G,2e-08,-,NR,1.13,-,[NR],"LINC02033,TRANK1",Bipolar disorder,bipolar disorder
rs1487441-G,3e-08,-,0.51,1.12,-,[1.08-1.15],"MIR2113,EIF4EBP2P3",Bipolar disorder,bipolar disorder
rs9834970-T,5e-10,-,0.5,1.14,-,[1.09-1.18],"HSPD1P6,LINC02033",Bipolar disorder,bipolar disorder
rs4236274-G,8e-12,-,0.39,1.15,-,[1.10-1.20],MAD1L1,Bipolar disorder,bipolar disorder
rs12553324-C,6e-09,-,0.59,1.12,-,[1.07-1.16],"LINC01239,SUMO2P2",Bipolar disorder,bipolar disorder
rs1054442-A,1e-08,-,0.62,1.13,-,[1.09-1.17],DDN,Bipolar disorder,bipolar disorder
rs2517959-T,5e-09,-,0.67,1.13,-,[1.09-1.17],"ERBB2,PGAP3",Bipolar disorder,bipolar disorder
rs10168049-G,1e-06,-,0.465,-,-,-,"CLASP1,RPS17P7",Bipolar disorder,bipolar disorder
rs115462819-C,2e-06,-,0.9527,1.1660312,-,-,"HAX1,RNU6-239P",Bipolar disorder,bipolar disorder
rs76420936-A,2e-06,-,0.0137,1.26314,-,[1.17-1.36],KCNN2,Bipolar disorder,bipolar disorder
rs191580074-A,2e-06,-,0.0154,1.32287,-,[1.21-1.44],"RNA5SP149,PEX5L",Bipolar disorder,bipolar disorder
rs56397913-C,2e-06,-,0.9054,1.1094838,-,-,TMEM131,Bipolar disorder,bipolar disorder
rs6902652-G,2e-06,-,0.9546,1.1421393,-,-,"RPL7AP36,RPL21P62",Bipolar disorder,bipolar disorder
rs9295358-A,2e-06,-,0.718,1.06056,-,[1.04-1.08],RPS6KA2,Bipolar disorder,bipolar disorder
rs10860416-G,2e-06,-,0.305,1.0613008,-,-,ANKS1B,Bipolar disorder,bipolar disorder
rs3004668-G,2e-06,-,0.369,1.070469,-,-,IL9RP1,Bipolar disorder,bipolar disorder
rs10122788-G,2e-06,-,0.436,1.0540073,-,-,MVB12B,Bipolar disorder,bipolar disorder
rs6714647-A,2e-06,-,0.756,1.06599,-,[1.04-1.09],"RN7SL201P,LYARP1",Bipolar disorder,bipolar disorder
rs814197-G,2e-06,-,0.447999999999999,1.0537963,-,-,LINC01748,Bipolar disorder,bipolar disorder
rs10136228-G,2e-06,-,0.459999999999999,1.0539074,-,-,SLC8A3,Bipolar disorder,bipolar disorder
rs10147900-T,2e-06,-,0.138,1.10054,-,[1.06-1.14],"TMEM179,LINC02280",Bipolar disorder,bipolar disorder
rs28627084-C,2e-06,-,0.888,1.0879499,-,-,"CD276,INSYN1",Bipolar disorder,bipolar disorder
rs140643378-G,3e-06,-,0.62,1.0589743,-,-,PABPC1L2B-AS1,Bipolar disorder,bipolar disorder
rs59811079-G,3e-06,-,0.716,1.0640675,-,-,DLGAP2,Bipolar disorder,bipolar disorder
chr7_131863813_D-?,3e-06,-,0.471,1.05791,-,-,-,Bipolar disorder,bipolar disorder
chr10_116615129_I-?,3e-06,-,0.0148,1.33309,-,[1.21-1.45],-,Bipolar disorder,bipolar disorder
rs190905111-A,3e-06,-,0.949,1.15004,-,[1.09-1.21],"SEMG2,SEMG1",Bipolar disorder,bipolar disorder
rs142204301-A,3e-06,-,0.0169,1.23491,-,[1.15-1.32],LINC01203,Bipolar disorder,bipolar disorder
rs78781559-A,3e-06,-,0.083,1.10583,-,[1.06-1.15],"C12orf76,IFT81",Bipolar disorder,bipolar disorder
rs4938784-T,3e-06,-,0.321,1.05823,-,[1.03-1.08],LAYN,Bipolar disorder,bipolar disorder
rs56662938-A,3e-06,-,0.132,1.07853,-,[1.05-1.11],"MIR124-1HG,TNKS",Bipolar disorder,bipolar disorder
rs2592118-T,3e-06,-,0.444,1.05432,-,[1.03-1.08],NGEF,Bipolar disorder,bipolar disorder
chr20_33361359_I-?,3e-06,-,0.823,1.0727197,-,-,-,Bipolar disorder,bipolar disorder
chr1_95580645_I-?,1e-06,-,0.345,1.05844,-,[1.04-1.08],-,Bipolar disorder,bipolar disorder
rs2345964-A,1e-06,-,0.458,1.05538,-,[1.03-1.08],"U3,RNA5SP63",Bipolar disorder,bipolar disorder
rs57957974-A,1e-06,-,0.351,1.05919,-,[1.04-1.08],PARP10,Bipolar disorder,bipolar disorder
rs206949-A,1e-06,-,0.268,1.06343,-,[1.04-1.09],"COX6A1,RPS27P25",Bipolar disorder,bipolar disorder
rs6529693-G,1e-06,-,0.534999999999999,1.0524322,-,-,"HUWE1,MRPL32P2",Bipolar disorder,bipolar disorder
rs976498-T,1e-06,-,0.829,1.07691,-,[1.05-1.11],"PPIAP48,LINC02165",Bipolar disorder,bipolar disorder
rs3911862-A,1e-06,-,0.446,1.05506,-,[1.03-1.08],LINC02934,Bipolar disorder,bipolar disorder
rs12153740-C,1e-06,-,0.636,1.066735,-,-,LINC01470,Bipolar disorder,bipolar disorder
chr12_110877946_I-?,1e-06,-,0.0257,1.22507,-,[1.14-1.31],-,Bipolar disorder,bipolar disorder
rs142370491-C,1e-06,-,0.018,1.2743075,-,-,AKAP6,Bipolar disorder,bipolar disorder
rs75580062-T,2e-06,-,0.0257,1.18994,-,[1.12-1.26],CFAP221,Bipolar disorder,bipolar disorder
rs5990908-C,2e-06,-,0.875,1.0835057,-,-,"RN7SKP183,RNU6-133P",Bipolar disorder,bipolar disorder
rs13006127-C,2e-06,-,0.542999999999999,1.055164,-,-,CERS6,Bipolar disorder,bipolar disorder
rs62002181-C,2e-06,-,0.14,1.07972,-,[1.05-1.11],"KRT8P2,HNRNPUP1",Bipolar disorder,bipolar disorder
rs4906364-G,2e-06,-,0.323999999999999,1.0587612,-,-,PPP1R13B,Bipolar disorder,bipolar disorder
rs77626951-G,2e-06,-,0.01,1.3078734,-,-,LINC02149,Bipolar disorder,bipolar disorder
rs62433108-G,9e-07,-,0.281,1.0620446,-,-,DCBLD1,Bipolar disorder,bipolar disorder
rs1819204-A,1e-06,-,0.731,1.06823,-,[1.04-1.09],CUL4A,Bipolar disorder,bipolar disorder
rs4845399-T,1e-06,-,0.358,1.05823,-,[1.04-1.08],"KCNN3,PMVK",Bipolar disorder,bipolar disorder
rs35955717-T,1e-06,-,0.851,1.08134,-,[1.05-1.11],"NPAS3,AKAP6",Bipolar disorder,bipolar disorder
rs735931-A,9e-07,-,0.488,1.05844,-,[1.04-1.08],ATP2B2,Bipolar disorder,bipolar disorder
rs4380187-A,9e-07,-,0.53,1.05643,-,[1.03-1.08],"ZNF804A,ELF2P4",Bipolar disorder,bipolar disorder
rs184148144-T,1e-06,-,0.833,1.08058,-,[1.05-1.11],"SLAIN2,SLC10A4",Bipolar disorder,bipolar disorder
rs143577122-C,1e-06,-,0.9538,1.1713991,-,-,"CNTNAP2,DPY19L4P2",Bipolar disorder,bipolar disorder
rs57681866-G,1e-06,-,0.9385,1.1236713,-,-,"EIF2S2P7,ACTG1P22",Bipolar disorder,bipolar disorder
rs181957530-?,2e-06,(Conditioned on rs11724116),NR,-,-,-,FSTL5,Bipolar disorder,bipolar disorder
rs9834970-C,6e-12,-,0.491,1.0803686,-,-,"HSPD1P6,LINC02033",Bipolar disorder,bipolar disorder
rs2302417-T,7e-11,-,0.51,1.07616,-,-,ITIH1,Bipolar disorder,bipolar disorder
rs11647445-G,1e-10,-,0.346,1.0785276,-,-,GRIN2A,Bipolar disorder,bipolar disorder
rs10744560-T,4e-10,-,0.336,1.07595,-,[1.05-1.1],"CACNA1C-IT3,CACNA1C",Bipolar disorder,bipolar disorder
chr7_140700006_I-?,6e-10,-,0.748,1.088388,-,-,-,Bipolar disorder,bipolar disorder
chr2_194465711_D-?,8e-10,-,0.586,1.0727197,-,-,-,Bipolar disorder,bipolar disorder
rs12226877-A,1e-09,-,0.293,1.08502,-,[1.06-1.11],"FADS1,FADS2",Bipolar disorder,bipolar disorder
rs73188321-C,1e-09,-,0.667,1.0811278,-,-,"SRPK2,PUS7",Bipolar disorder,bipolar disorder
rs111444407-T,1e-09,-,0.148,1.09702,-,[1.07-1.13],NCAN,Bipolar disorder,bipolar disorder
rs17183814-G,2e-09,-,0.9251,1.1416829,-,-,SCN2A,Bipolar disorder,bipolar disorder
rs113779084-A,3e-09,-,0.304,1.07562,-,[1.05-1.1],THSD7A,Bipolar disorder,bipolar disorder
chr2_97376407_I-?,4e-09,-,0.657999999999999,1.0736871,-,-,-,Bipolar disorder,bipolar disorder
rs2388334-G,4e-09,-,0.481,1.0671562,-,-,"EIF4EBP2P3,MIR2113",Bipolar disorder,bipolar disorder
rs10994318-C,7e-09,-,0.0574,1.14488,-,[1.1-1.19],ANK3,Bipolar disorder,bipolar disorder
rs12575685-A,8e-09,-,0.314,1.07272,-,[1.05-1.1],SHANK2,Bipolar disorder,bipolar disorder
rs4447398-A,9e-09,-,0.123,1.09878,-,[1.07-1.13],STARD9,Bipolar disorder,bipolar disorder
chr20_43682549_I-?,1e-08,-,0.719,1.0759515,-,-,-,Bipolar disorder,bipolar disorder
chr10_111745562_I-?,1e-08,-,0.164,1.09013,-,[1.06-1.12],-,Bipolar disorder,bipolar disorder
chr5_7587236_D-?,1e-08,-,0.178,1.088388,-,-,-,Bipolar disorder,bipolar disorder
rs10896090-A,2e-08,-,0.809,1.08372,-,[1.06-1.11],PACS1,Bipolar disorder,bipolar disorder
rs3804640-A,2e-08,-,0.533,1.06481,-,[1.04-1.09],CD47,Bipolar disorder,bipolar disorder
rs11724116-C,2e-08,-,0.84,1.0887198,-,-,"RPS14P7,FSTL5",Bipolar disorder,bipolar disorder
rs112114764-G,2e-08,-,0.311,1.0702628,-,-,HDAC5,Bipolar disorder,bipolar disorder
rs7567409-A,3e-07,-,0.155,1.08058,-,[1.05-1.11],BABAM2,Bipolar disorder,bipolar disorder
rs12898460-C,3e-07,-,0.69,1.0639656,-,-,LINC02694,Bipolar disorder,bipolar disorder
rs63722863-G,3e-07,-,0.474,1.0619432,-,-,KIF15,Bipolar disorder,bipolar disorder
rs66752127-G,4e-07,-,0.381,1.0613008,-,-,PDE3B,Bipolar disorder,bipolar disorder
rs1477143-T,4e-07,-,0.259,1.06812,-,[1.04-1.09],"HLF,STXBP4",Bipolar disorder,bipolar disorder
chr17_49345320_D-?,4e-07,-,0.552,1.05855,-,[1.04-1.08],-,Bipolar disorder,bipolar disorder
rs73496688-A,4e-07,-,0.144,1.08307,-,[1.05-1.11],"RNU6-544P,TENM4",Bipolar disorder,bipolar disorder
rs6954854-G,4e-07,-,0.426,1.0583354,-,-,SP4,Bipolar disorder,bipolar disorder
rs12833856-G,4e-07,-,0.357,1.0670536,-,-,"PPP1CC,RPL29P25",Bipolar disorder,bipolar disorder
rs7222752-G,5e-07,-,0.173,1.0842576,-,-,"RPL32P31,NPTX1",Bipolar disorder,bipolar disorder
chr11_47580062_D-?,5e-07,-,0.0881,1.12705,-,[1.08-1.17],-,Bipolar disorder,bipolar disorder
rs8067817-T,6e-07,-,0.557,1.05781,-,[1.04-1.08],"PSMD3,CSF3",Bipolar disorder,bipolar disorder
rs72966520-C,6e-07,-,0.9361,1.1261388,-,-,"TLCD4,TLCD4-RWDD3",Bipolar disorder,bipolar disorder
rs11709009-A,6e-07,-,0.194,1.0724,-,[1.04-1.1],"RPL35AP8,VIPR1",Bipolar disorder,bipolar disorder
rs5754941-C,6e-07,-,0.437,1.05792,-,[1.04-1.08],"YPEL1,MAPK1",Bipolar disorder,bipolar disorder
rs74577022-A,7e-07,-,0.738,1.06823,-,[1.04-1.09],"RN7SL322P,BICRA-AS2",Bipolar disorder,bipolar disorder
rs116403057-A,7e-07,-,0.111,1.09166,-,[1.06-1.13],"TSBP1-AS1,TSBP1",Bipolar disorder,bipolar disorder
rs778433-A,7e-07,-,0.435,1.05802,-,[1.04-1.08],"LGMNP1,STARP1",Bipolar disorder,bipolar disorder
rs10878840-G,7e-07,-,0.381,1.0585483,-,-,LINC02384,Bipolar disorder,bipolar disorder
rs907162-C,8e-07,-,0.401,1.0597149,-,-,ASAP2,Bipolar disorder,bipolar disorder
rs13411201-A,8e-07,-,0.131,1.08589,-,[1.05-1.12],"IFITM3P9,RN7SL361P",Bipolar disorder,bipolar disorder
rs2956395-C,8e-07,-,0.692,1.06396,-,[1.04-1.09],MYRF-AS1,Bipolar disorder,bipolar disorder
rs17680579-A,8e-07,-,0.877,1.08806,-,[1.05-1.12],LAMA4-AS1,Bipolar disorder,bipolar disorder
rs10058613-C,8e-07,-,0.314999999999999,1.0643846,-,-,KDM3B,Bipolar disorder,bipolar disorder
rs6090435-G,8e-07,-,0.497,1.0613008,-,-,"EEF1A2,PPDPF",Bipolar disorder,bipolar disorder
chr15_85357857_I-?,3e-08,-,0.719,1.0726161,-,-,-,Bipolar disorder,bipolar disorder
rs10035291-T,3e-08,-,0.675,1.07015,-,[1.05-1.09],SSBP2,Bipolar disorder,bipolar disorder
rs6130764-T,3e-08,-,0.569,1.06439,-,[1.04-1.09],"WFDC5,WFDC12",Bipolar disorder,bipolar disorder
chr6_72519394_D-?,3e-08,-,0.443,1.06439,-,[1.04-1.09],-,Bipolar disorder,bipolar disorder
rs11557713-A,4e-08,-,0.285,1.0694,-,[1.05-1.09],ZCCHC2,Bipolar disorder,bipolar disorder
rs7122539-G,4e-08,-,0.652,1.066735,-,-,PC,Bipolar disorder,bipolar disorder
rs10455979-G,4e-08,-,0.465999999999999,1.0640675,-,-,RPS6KA2,Bipolar disorder,bipolar disorder
rs7544145-T,5e-08,-,0.812,1.08535,-,[1.06-1.11],LINC02988,Bipolar disorder,bipolar disorder
rs11624408-A,5e-08,-,0.558,1.06407,-,[1.04-1.09],BCL11B,Bipolar disorder,bipolar disorder
rs11231677-G,6e-08,-,0.505,1.0649173,-,-,MACROD1,Bipolar disorder,bipolar disorder
rs62535709-T,8e-08,-,0.0586,1.13633,-,[1.09-1.18],ZCCHC7,Bipolar disorder,bipolar disorder
rs55648125-G,8e-08,-,0.104999999999999,1.1005337,-,-,"TFAP2B,RPS17P5",Bipolar disorder,bipolar disorder
rs17150022-C,9e-08,-,0.115999999999999,1.0944991,-,-,GSDME,Bipolar disorder,bipolar disorder
rs74446114-C,1e-07,-,0.185,1.0801469,-,-,"RBKS,MRPL33",Bipolar disorder,bipolar disorder
rs9371601-T,1e-07,-,0.349,1.06258,-,[1.04-1.09],SYNE1,Bipolar disorder,bipolar disorder
rs2635253-T,1e-07,-,0.491,1.06099,-,[1.04-1.08],LINC01378,Bipolar disorder,bipolar disorder
rs72745470-G,1e-07,-,0.374,1.066098,-,-,"IQCH-AS1,IQCH",Bipolar disorder,bipolar disorder
rs138321-A,2e-07,-,0.502,1.06003,-,[1.04-1.08],SLC25A17,Bipolar disorder,bipolar disorder
rs12594483-A,2e-07,-,0.115,1.09516,-,[1.06-1.13],CDAN1,Bipolar disorder,bipolar disorder
rs329319-A,2e-07,-,0.428,1.0612,-,[1.04-1.08],JADE2,Bipolar disorder,bipolar disorder
rs884301-T,2e-07,-,0.374,1.06131,-,[1.04-1.08],HLF,Bipolar disorder,bipolar disorder
rs4301023-T,2e-07,-,0.474,1.05929,-,[1.04-1.08],CADM2,Bipolar disorder,bipolar disorder
rs2463709-T,2e-07,-,0.428,1.06279,-,[1.04-1.09],RIMS1,Bipolar disorder,bipolar disorder
rs10745843-A,2e-07,-,0.621,1.06099,-,[1.04-1.08],ANKS1B,Bipolar disorder,bipolar disorder
rs62085738-A,3e-07,-,0.228,1.06983,-,[1.04-1.1],"ARIH2P1,RNU6-408P",Bipolar disorder,bipolar disorder
rs68093531-C,3e-06,-,0.878,1.0846928,-,-,LINC01133,Bipolar disorder,bipolar disorder
rs79032349-T,3e-06,-,0.958,1.17457,-,[1.11-1.24],HIVEP2,Bipolar disorder,bipolar disorder
rs17073012-G,3e-06,-,0.14,1.0755116,-,-,FYN,Bipolar disorder,bipolar disorder
rs436129-G,4e-06,-,0.795,1.0694042,-,-,VAV3-AS1,Bipolar disorder,bipolar disorder
rs77516904-G,4e-06,-,0.037,1.1497028,-,-,NRF1,Bipolar disorder,bipolar disorder
rs58377812-T,4e-06,-,0.0505,1.12266,-,[1.07-1.17],KPNA4,Bipolar disorder,bipolar disorder
rs113123846-G,4e-06,-,0.011,1.2811971,-,-,LINC00970,Bipolar disorder,bipolar disorder
rs78785751-C,4e-06,-,0.028,1.1793983,-,-,SRPK2,Bipolar disorder,bipolar disorder
rs1889339-G,4e-06,-,0.198999999999999,1.065235,-,-,WNK2,Bipolar disorder,bipolar disorder
chr12_49463279_D-?,4e-06,-,0.434,1.05317,-,[1.03-1.08],-,Bipolar disorder,bipolar disorder
rs17730333-G,4e-06,-,0.017,1.2032247,-,-,"MMP16,RNA5SP272",Bipolar disorder,bipolar disorder
rs1850-C,4e-06,-,0.347,1.055799,-,-,KCNG1,Bipolar disorder,bipolar disorder
rs12468729-G,4e-06,-,0.689,1.0668374,-,-,SLC4A10,Bipolar disorder,bipolar disorder
rs7210415-G,4e-06,-,0.474,1.0535854,-,-,"KCTD2,RN7SL573P,ATP5PD",Bipolar disorder,bipolar disorder
rs2117096-T,5e-06,-,0.772,1.06386,-,[1.04-1.09],"MIR378C,Y_RNA",Bipolar disorder,bipolar disorder
rs7015455-C,5e-06,-,0.585,1.0533745,-,-,MSRA,Bipolar disorder,bipolar disorder
rs10492859-A,5e-06,-,0.758,1.06269,-,[1.04-1.09],CDH13,Bipolar disorder,bipolar disorder
rs13231398-G,5e-06,-,0.889,1.0863189,-,-,"RPL3P8,IMMP2L",Bipolar disorder,bipolar disorder
rs7581349-G,5e-06,-,0.492,1.0528532,-,-,LINC02611,Bipolar disorder,bipolar disorder
rs3843751-T,5e-06,-,0.676,1.05622,-,[1.03-1.08],SLC44A2,Bipolar disorder,bipolar disorder
rs75677206-C,5e-06,-,0.017,1.2618774,-,-,IL12A-AS1,Bipolar disorder,bipolar disorder
rs2339519-A,5e-06,-,0.449,1.05285,-,[1.03-1.07],"LINC03116,LINC01830",Bipolar disorder,bipolar disorder
chr2_186025770_D-?,5e-06,-,0.12,1.0857763,-,-,-,Bipolar disorder,bipolar disorder
rs1013191-T,5e-06,-,0.439999999999999,1.052953,-,-,"CDRT7,LINC02096",Bipolar disorder,bipolar disorder
rs942516-A,5e-06,-,0.148,1.07412,-,[1.04-1.1],BRINP1,Bipolar disorder,bipolar disorder
rs11162556-A,5e-06,-,0.665,1.05929,-,[1.03-1.08],"ADGRL4,IFI44",Bipolar disorder,bipolar disorder
rs188076915-G,5e-06,-,0.015,1.2708741,-,-,AIFM1,Bipolar disorder,bipolar disorder
rs7707252-G,5e-06,-,0.275,1.0581226,-,-,Y_RNA,Bipolar disorder,bipolar disorder
rs6829845-A,5e-06,-,0.328,1.05538,-,[1.03-1.08],"IL2,IL21",Bipolar disorder,bipolar disorder
chr6_84351889_I-?,6e-06,-,0.444,1.05707,-,[1.03-1.08],-,Bipolar disorder,bipolar disorder
rs72673100-C,6e-06,-,0.544,1.0574961,-,-,LINC00641,Bipolar disorder,bipolar disorder
rs12392936-A,6e-06,-,0.911,1.11193,-,[1.07-1.16],"CNKSR2,RNU6-133P",Bipolar disorder,bipolar disorder
rs7971456-C,6e-06,-,0.486,1.0526427,-,-,WSCD2,Bipolar disorder,bipolar disorder
rs8066384-C,6e-06,-,0.704,1.0587612,-,-,RPTOR,Bipolar disorder,bipolar disorder
rs10005422-T,6e-06,-,0.397,1.0564348,-,-,"LINC01378,LINC02264",Bipolar disorder,bipolar disorder
rs142920219-C,6e-06,-,0.921899999999999,1.1018555,-,-,CAMK1D,Bipolar disorder,bipolar disorder
chr6_18802039_I-?,6e-06,-,0.9774,1.1953001,-,-,-,Bipolar disorder,bipolar disorder
rs189574365-A,6e-06,-,0.0243,1.18175,-,[1.11-1.25],"GNAQ,GNA14",Bipolar disorder,bipolar disorder
rs77015885-A,7e-06,-,0.0365,1.14993,-,[1.09-1.21],"LINC02751,INSC",Bipolar disorder,bipolar disorder
rs117450257-G,7e-06,-,0.041,1.1336069,-,-,"SLC12A9-AS1,SLC12A9",Bipolar disorder,bipolar disorder
rs9895770-T,7e-06,-,0.236,1.06014,-,[1.03-1.09],PRKCA,Bipolar disorder,bipolar disorder
rs1378559-T,7e-06,-,0.834,1.07369,-,[1.04-1.1],"CNKSR2,RNU6-133P",Bipolar disorder,bipolar disorder
chr16_60146407_D-?,7e-06,-,0.014,1.2433326,-,-,-,Bipolar disorder,bipolar disorder
rs115858175-G,7e-06,-,0.165,1.06865,-,-,LINC01221,Bipolar disorder,bipolar disorder
rs10092482-T,7e-06,-,0.178,1.06577,-,[1.04-1.09],RRS1-DT,Bipolar disorder,bipolar disorder
rs1552246-G,7e-06,-,0.572,1.0521111,-,-,"SYBU,U2",Bipolar disorder,bipolar disorder
rs12677998-G,7e-06,-,0.891,1.090679,-,-,LETM2,Bipolar disorder,bipolar disorder
rs7307046-G,7e-06,-,0.582,1.0527425,-,-,HDAC7,Bipolar disorder,bipolar disorder
chr12_57483523_I-?,7e-06,-,0.647,1.0567473,-,-,-,Bipolar disorder,bipolar disorder
rs66506713-T,8e-06,-,0.369,1.05897,-,[1.03-1.08],"RPA1,RTN4RL1",Bipolar disorder,bipolar disorder
rs8047469-G,8e-06,-,0.879,1.133029,-,-,PRSS36,Bipolar disorder,bipolar disorder
rs7550853-C,8e-06,-,0.251,1.0582347,-,-,SMYD3,Bipolar disorder,bipolar disorder
rs255353-A,8e-06,-,0.375,1.05264,-,[1.03-1.08],MCTP1,Bipolar disorder,bipolar disorder
rs73068042-G,8e-06,-,0.9396,1.1203101,-,-,TRANK1,Bipolar disorder,bipolar disorder
rs16842765-G,8e-06,-,0.681,1.054641,-,-,"MAP2,MEAF6P1",Bipolar disorder,bipolar disorder
rs111998037-C,9e-06,-,0.248,1.0592884,-,-,"ANKHD1,ANKHD1-EIF4EBP3",Bipolar disorder,bipolar disorder
chr15_96034210_I-?,9e-06,-,0.9346,1.1355249,-,-,-,Bipolar disorder,bipolar disorder
chr7_130876812_D-?,9e-06,-,0.892,1.0862126,-,-,-,Bipolar disorder,bipolar disorder
rs111930716-A,9e-06,-,0.0282,1.1587,-,[1.09-1.22],"SLC25A6P5,LINC01505",Bipolar disorder,bipolar disorder
rs6788153-T,9e-06,-,0.921,1.09604,-,[1.06-1.14],FGF12,Bipolar disorder,bipolar disorder
"rs1125777-C,rs41453448-G,rs12568010-A",2e-07,-,NR,2.5,-,[NR],NFIA; NFIA; NFIA,Bipolar disorder,bipolar disorder
"rs1125777-C,rs12568010-A",2e-07,-,NR,2.34,-,[NR],NFIA; NFIA,Bipolar disorder,bipolar disorder
"rs7556462-C,rs17121983-C",4e-07,-,NR,2.26,-,[NR],NFIA; NFIA,Bipolar disorder,bipolar disorder
"rs7556462-C,rs4915737-C",4e-07,-,NR,2.26,-,[NR],NFIA; NFIA,Bipolar disorder,bipolar disorder
rs10237317-?,5e-06,(SM vs. Control),NR,1.775,-,[NR],AUTS2,Bipolar disorder,bipolar disorder
rs2245641-?,2e-06,(SM vs. Control),NR,1.896,-,[NR],"TTC39B,RPL7P33",Bipolar disorder,bipolar disorder
rs9995093-?,7e-06,(NSM vs. Control),NR,2.067,-,[NR],PPM1K-DT,Bipolar disorder,bipolar disorder
rs3750552-?,5e-06,(NSM vs. Control),NR,1.679,-,[NR],ENTREP1,Bipolar disorder,bipolar disorder
rs7897194-?,8e-06,(NSM vs. Control),NR,2.91,-,[NR],"AMD1P1,MIR4675",Bipolar disorder,bipolar disorder
rs312273-?,9e-06,(NSM vs. Control),NR,1.566,-,[NR],CNTN1,Bipolar disorder,bipolar disorder
rs4467006-?,7e-06,(NSM vs. Control),NR,1.593,-,[NR],TMEM63C,Bipolar disorder,bipolar disorder
rs2287375-?,5e-06,(NSM vs. Control),NR,1.606,-,[NR],TMEM63C,Bipolar disorder,bipolar disorder
rs6510489-?,8e-06,(NSM vs. Control),NR,1.92,-,[NR],"FFAR2,KRTDAP",Bipolar disorder,bipolar disorder
rs41350144-T,3e-07,(SM vs. NSM),0.477,2.269,-,[1.66-3.11],NFIA,Bipolar disorder,bipolar disorder
rs6124684-?,9e-06,(NSM vs. Control),NR,1.73,-,[NR],KCNS1,Bipolar disorder,bipolar disorder
rs9834970-?,4e-07,(BP vs. controls),NR,-,-,-,"HSPD1P6,LINC02033",Schizophrenia or bipolar disorder,bipolar disorder
rs1006737-?,7e-08,(BP vs. controls),NR,-,-,-,CACNA1C,Schizophrenia or bipolar disorder,bipolar disorder
rs2439202-?,8e-09,-,NR,-,-,-,"DNAJC17P1,SEC61GP1",Bipolar disorder,bipolar disorder
